"What was the emotional valence in the scene for the characters? If they displayed multiple emotions with different valences,or different characters experienced different emotions,you may pick more than one response.","What level of emotional arousal was present in the clip for the characters? If they displayed different arousal states,or different characters experienced different levels of arousal,you may pick more than one response.",To what degree were the following emotions present in the clip? - ADMIRATION: Appreciation of another person or object,To what degree were the following emotions present in the clip? - ANGER/RAGE: Response to injured respect or autonomy of a person by another one,To what degree were the following emotions present in the clip? - COMPASSION: Concern for someone’s suffering,To what degree were the following emotions present in the clip? - CONTEMPT: Disdain of another person or object,To what degree were the following emotions present in the clip? - DISAPPOINTMENT: When expectations were not met,To what degree were the following emotions present in the clip? - FEAR: Triggered by a dangerous situation,To what degree were the following emotions present in the clip? - FEAR CONFIRMED: The confirmation of the prospect of an undesirable event,To what degree were the following emotions present in the clip? - GLOATING: To be happy because another person suffers,To what degree were the following emotions present in the clip? - GRATIFICATION: Triggered by a positive event for which one credits themselves,To what degree were the following emotions present in the clip? - GRATITUDE: Triggered by a positive event for which one credits another person,To what degree were the following emotions present in the clip? - HAPPINESS: Pleasant and joyful condition,To what degree were the following emotions present in the clip? - HAPPYFOR: Concern in happiness of someone else,"To what degree were the following emotions present in the clip? - HATE: Rejection of another person,intense dislike,or animosity",To what degree were the following emotions present in the clip? - HOPE: Positive expectation for a person or special event in the future,To what degree were the following emotions present in the clip? - LOVE: Affection for another person,To what degree were the following emotions present in the clip? - PRIDE: Positive reflection of accomplishments and status,To what degree were the following emotions present in the clip? - RELIEF: A worry/negative expectation that does not come to pass,To what degree were the following emotions present in the clip? - REMORSE: Triggered by a negative event initiated by themselves,To what degree were the following emotions present in the clip? - RESENTMENT:Response to perceived unfair treatment,To what degree were the following emotions present in the clip? - SADNESS: Emotional pain after loss or misfortune,To what degree were the following emotions present in the clip? - SATISFACTION: When expectations get fulfilled,"To what degree were the following emotions present in the clip? - SHAME: Dissatisfaction with one’s own behavior,because norms are violated"
-0.8054792821226632,1.7894246815344044,-0.6639845274436873,0.9185586535436918,-0.6755425661057116,1.1054332899911643,1.004572696684758,0.6739704016327899,0.7274748110594295,-0.5897931943602804,-0.5955500003825581,-0.6914304358817858,-0.6929348671835833,-0.5960395606792697,-0.5692943249786308,-0.7274129241858919,-0.7660509461021018,-0.5388516733415463,-0.7096608775251919,-0.6712793168515813,0.9387145870344415,1.5992690725977632,-0.8054792821226632,-0.7887405305929642
0.7660860408020947,1.301610726387339,-0.4894344182420462,-0.0222974605355254,0.0246113738915604,0.3307402691869984,0.2589841888584429,0.09994756313911,-0.7234393450603225,-0.4958783053332775,-0.6021023443862914,-0.5064177786821367,-0.6210590034081188,-0.4391550328268399,-0.5489437910335498,-0.6574693984150265,-0.7259079527665502,-0.5692943249786308,-0.5617192450456693,-0.6591530616030618,-0.6948083337796511,-0.474714785861253,-0.4622291705354501,-0.5597579052294336
0.8297536968518159,1.0832228060328026,-0.6117153564207592,0.11926831822839,0.0929399171679995,0.0880044925344789,0.2987930373496592,0.0,0.2149453619427264,-0.6755425661057116,-0.7091101388362998,-0.9670010110383505,-0.8352488571423081,-0.5897931943602804,-0.5955500003825581,-0.6914304358817858,-0.6929348671835833,-0.5960395606792697,-0.5692943249786308,-0.7274129241858919,-0.7660509461021018,-0.5388516733415463,-0.7096608775251919,-0.6712793168515813
0.8695778323514979,-0.1140999870822521,-0.4700249318778647,-0.6192607961988401,-0.5941075418465225,-0.5396922524045066,-0.4894344182420462,-0.6689238160657678,-0.689118468963692,-0.5412113495787245,-0.5755204196854287,-0.7281893885849454,-0.7234393450603225,-0.4958783053332775,-0.6021023443862914,-0.5064177786821367,-0.6210590034081188,-0.4391550328268399,-0.5489437910335498,-0.6574693984150265,-0.7259079527665502,-0.5692943249786308,-0.5617192450456693,-0.6591530616030618
1.3736919871320392,1.256955569650429,-0.7887405305929642,-1.0539863628162902,-0.0957408111752095,-0.7118321296786988,-0.6117153564207592,-0.7454269889274376,-0.8054792821226632,-0.7627056019654839,-0.6639845274436873,-0.9185586535436918,-0.6755425661057116,-0.6755425661057116,-0.7091101388362998,-0.1465153047027802,-0.8352488571423081,-0.5897931943602804,0.4466625002869186,-0.6914304358817858,-0.6929348671835833,-0.5960395606792697,-0.5692943249786308,-0.7274129241858919
1.4006375776346829,1.4675987714106855,-0.6762364931303787,-0.77547517014564,-0.658771085114771,-0.5867999335658683,0.2872374583698063,-0.6192607961988401,-0.5941075418465225,-0.5396922524045066,-0.4894344182420462,-0.6689238160657678,-0.689118468963692,-0.5412113495787245,-0.5755204196854287,-0.7281893885849454,-0.7234393450603225,-0.4958783053332775,0.0752627930482864,-0.5064177786821367,-0.6210590034081188,-0.4391550328268399,0.21957751641342,-0.6574693984150265
1.0737335848581198,1.256955569650429,-0.7887405305929642,-1.0533421395424598,-0.8394784365806904,-0.7681395147863734,-0.7887405305929642,-1.0539863628162902,-1.021235319202235,-0.7118321296786988,-0.6117153564207592,-0.7454269889274376,-0.8054792821226632,-0.7627056019654839,-0.6639845274436873,-0.9185586535436918,-0.6755425661057116,-0.6755425661057116,-0.7091101388362998,-0.9670010110383505,-0.8352488571423081,-0.5897931943602804,-0.5955500003825581,-0.6914304358817858
0.8630238783139695,-0.4700249318778647,-0.554265307725427,-0.7382724015581106,-0.769816073203795,-0.7337993857053429,0.9927727239573646,-0.77547517014564,-0.658771085114771,-0.5867999335658683,-0.4700249318778647,-0.6192607961988401,-0.5941075418465225,-0.5396922524045066,-0.4894344182420462,-0.6689238160657678,-0.689118468963692,-0.5412113495787245,-0.5755204196854287,-0.7281893885849454,-0.7234393450603225,-0.4958783053332775,-0.6021023443862914,-0.5064177786821367
1.956076515870552,2.040319536556044,1.128451930986638,-0.7109832989419042,0.1301495254373479,-0.7681395147863734,-0.7887405305929642,-1.0533421395424598,-0.8394784365806904,-0.7681395147863734,0.1261984848948743,-0.0988112215140271,0.8297536968518159,1.0832228060328026,-0.6117153564207592,0.11926831822839,0.9913591164586624,0.9387145870344415,-0.6639845274436873,-0.9185586535436918,-0.6755425661057116,-0.6755425661057116,0.147731278924229,-0.9670010110383505
0.8831735838064394,1.3145322601105114,-0.4391755840308854,-0.5671299771777515,-0.5671299771777515,-0.4700249318778647,-0.554265307725427,-0.7382724015581106,-0.769816073203795,-0.7337993857053429,-0.6762364931303787,-0.77547517014564,-0.658771085114771,-0.5867999335658683,-0.4700249318778647,0.0714531687921738,-0.5941075418465225,-0.5396922524045066,-0.4894344182420462,-0.6689238160657678,-0.689118468963692,-0.5412113495787245,-0.5755204196854287,-0.7281893885849454
2.212735525918175,1.7894246815344044,0.4397989949643849,-0.8054792821226632,1.041137500382713,-0.7332398334498282,-0.6404727175870106,-0.7109832989419042,-0.8134345339834239,-0.7681395147863734,1.041137500382713,0.6921962631279022,0.6359685125611293,1.256955569650429,-0.7887405305929642,0.8563639197882358,0.8297536968518159,1.0832228060328026,-0.6117153564207592,-0.7454269889274376,-0.8054792821226632,-0.7627056019654839,-0.6639845274436873,-0.9185586535436918
1.464784581340137,1.3896166675593022,1.360849052802259,-0.4622291705354501,-0.5597579052294336,-0.59153951704973,-0.4391755840308854,-0.5671299771777515,-0.5671299771777515,-0.4700249318778647,-0.554265307725427,-0.7382724015581106,-0.1496864586785156,0.0,-0.6762364931303787,-0.1676703070585168,0.1054033736183634,0.3585999594013641,-0.4700249318778647,-0.6192607961988401,-0.5941075418465225,-0.5396922524045066,-0.4894344182420462,-0.6689238160657678
0.901992025990506,0.9499031731666064,-0.5388516733415463,-0.7096608775251919,-0.6712793168515813,-0.7627056019654839,-0.7196710826689933,-0.8054792821226632,-0.7887405305929642,-0.7332398334498282,-0.6404727175870106,-0.7109832989419042,0.1301495254373479,0.2444080274320279,-0.7887405305929642,-0.1805729382072788,-0.1017549620097805,0.2444080274320279,-0.7887405305929642,-1.0539863628162902,-1.021235319202235,-0.7118321296786988,-0.6117153564207592,-0.7454269889274376
1.4666625041565973,1.3767219793848369,0.3162746249881283,-0.5617192450456693,0.7568053670257374,-0.6948083337796511,-0.474714785861253,-0.4622291705354501,-0.5597579052294336,-0.59153951704973,-0.4391755840308854,-0.5671299771777515,-0.5671299771777515,-0.4700249318778647,-0.554265307725427,-0.0991709196122836,-0.769816073203795,0.0,-0.6762364931303787,-0.77547517014564,-0.658771085114771,-0.5867999335658683,-0.4700249318778647,-0.6192607961988401
2.675535164933867,2.834733547569204,1.7881186820378092,-0.5692943249786308,1.7166945010787051,-0.7660509461021018,-0.5388516733415463,-0.7096608775251919,-0.6712793168515813,-0.7627056019654839,-0.7196710826689933,0.9913591164586624,0.1261984848948743,1.1157997465540863,-0.6404727175870106,0.501870563958991,1.0737335848581198,1.256955569650429,-0.7887405305929642,-1.0533421395424598,-0.8394784365806904,-0.7681395147863734,-0.7887405305929642,-1.0539863628162902
2.329521781937829,1.5526475085202969,3.074085229787879,-0.5489437910335498,-0.6574693984150265,-0.7259079527665502,-0.5692943249786308,-0.5617192450456693,-0.6591530616030618,-0.6948083337796511,-0.474714785861253,-0.4622291705354501,1.6046393283243758,2.267568148690632,-0.4391755840308854,0.147946950568109,1.57810080605983,2.559024629112819,-0.554265307725427,-0.7382724015581106,-0.769816073203795,-0.7337993857053429,1.8272773325012364,-0.77547517014564
2.31494181430393,2.290198479261167,3.01104946594459,-0.5955500003825581,0.1503109643221273,-0.6929348671835833,-0.5960395606792697,-0.5692943249786308,-0.7274129241858919,-0.7660509461021018,1.9757894689190032,1.6649735972706423,1.491731815225736,1.7894246815344044,-0.7196710826689933,1.8897783157493253,1.956076515870552,2.040319536556044,-0.6404727175870106,-0.7109832989419042,-0.8134345339834239,-0.7681395147863734,-0.7887405305929642,-1.0533421395424598
1.3421529907251932,0.7234393450603225,2.990296447312795,-0.6021023443862914,-0.5064177786821367,-0.6210590034081188,-0.4391550328268399,-0.5489437910335498,-0.6574693984150265,-0.7259079527665502,-0.5692943249786308,-0.5617192450456693,-0.6591530616030618,-0.6948083337796511,-0.474714785861253,-0.4622291705354501,-0.5597579052294336,1.3145322601105114,-0.4391755840308854,-0.5671299771777515,-0.5671299771777515,-0.4700249318778647,-0.554265307725427,-0.7382724015581106
0.9185586535436918,1.1054332899911643,-0.6755425661057116,-0.7091101388362998,-0.9670010110383505,-0.8352488571423081,-0.5897931943602804,-0.5955500003825581,-0.6914304358817858,-0.6929348671835833,-0.5960395606792697,-0.5692943249786308,-0.7274129241858919,-0.7660509461021018,-0.5388516733415463,-0.7096608775251919,-0.6712793168515813,-0.7627056019654839,-0.7196710826689933,-0.8054792821226632,-0.7887405305929642,-0.7332398334498282,-0.6404727175870106,-0.7109832989419042
1.9175816060552016,2.1658009024573177,2.946595125484168,-0.5755204196854287,-0.7281893885849454,-0.7234393450603225,-0.4958783053332775,-0.6021023443862914,-0.5064177786821367,-0.6210590034081188,-0.4391550328268399,-0.5489437910335498,2.174706471680472,-0.0250313087160878,-0.5692943249786308,-0.5617192450456693,-0.6591530616030618,1.3896166675593022,-0.474714785861253,-0.4622291705354501,-0.5597579052294336,-0.59153951704973,-0.4391755840308854,-0.5671299771777515
0.11926831822839,0.9913591164586624,-0.7627056019654839,0.2987930373496592,0.9185586535436918,-0.6755425661057116,1.1054332899911643,-0.7091101388362998,-0.9670010110383505,-0.8352488571423081,-0.5897931943602804,-0.5955500003825581,-0.6914304358817858,-0.6929348671835833,-0.5960395606792697,-0.5692943249786308,0.087289550902307,0.0919261135322522,-0.5388516733415463,-0.7096608775251919,-0.6712793168515813,0.9387145870344415,-0.7196710826689933,-0.8054792821226632
0.7621671337831878,0.7660860408020947,-0.5396922524045066,-0.4894344182420462,-0.6689238160657678,-0.689118468963692,-0.5412113495787245,-0.5755204196854287,-0.7281893885849454,-0.7234393450603225,-0.4958783053332775,-0.6021023443862914,-0.5064177786821367,-0.6210590034081188,-0.4391550328268399,-0.5489437910335498,-0.6574693984150265,-0.7259079527665502,-0.5692943249786308,-0.5617192450456693,-0.6591530616030618,-0.6948083337796511,-0.474714785861253,-0.4622291705354501
0.8563639197882358,0.8297536968518159,0.1856953381770518,-0.6117153564207592,0.11926831822839,-0.8054792821226632,-0.7627056019654839,-0.6639845274436873,-0.9185586535436918,-0.6755425661057116,-0.6755425661057116,-0.7091101388362998,-0.9670010110383505,-0.8352488571423081,-0.5897931943602804,-0.5955500003825581,0.1503109643221273,0.1889822365046135,-0.5960395606792697,-0.5692943249786308,-0.7274129241858919,-0.7660509461021018,-0.5388516733415463,-0.7096608775251919
1.6557442822028527,1.6337522910846325,2.249399745335829,-0.4700249318778647,-0.6192607961988401,-0.5941075418465225,-0.5396922524045066,-0.4894344182420462,-0.6689238160657678,-0.689118468963692,-0.5412113495787245,-0.5755204196854287,1.7562214665872211,1.446878690120645,-0.4958783053332775,-0.6021023443862914,-0.5064177786821367,0.828078671210825,-0.4391550328268399,-0.5489437910335498,-0.6574693984150265,-0.7259079527665502,-0.5692943249786308,-0.5617192450456693
1.5649654644630833,1.3736919871320392,2.2695031118688305,-0.7887405305929642,-0.0988112215140271,-1.021235319202235,-0.7118321296786988,-0.6117153564207592,-0.7454269889274376,-0.8054792821226632,0.9387145870344415,1.2615706021430058,0.9185586535436918,1.1054332899911643,-0.6755425661057116,1.004572696684758,0.6739704016327899,0.7274748110594295,-0.5897931943602804,-0.5955500003825581,-0.6914304358817858,-0.6929348671835833,0.5960395606792697,-0.5692943249786308
1.8181335262251972,1.7107023848973226,2.2013981571160284,-0.6762364931303787,1.6557442822028527,-0.658771085114771,-0.5867999335658683,-0.4700249318778647,-0.6192607961988401,-0.5941075418465225,-0.5396922524045066,-0.4894344182420462,1.9175816060552016,2.1658009024573177,-0.5412113495787245,-0.5755204196854287,0.9280845148631656,2.170318035180967,-0.4958783053332775,-0.6021023443862914,-0.5064177786821367,-0.6210590034081188,-0.4391550328268399,-0.5489437910335498
0.501870563958991,2.017317644278892,1.256955569650429,0.1261984848948743,1.5649654644630833,-0.8394784365806904,-0.7681395147863734,0.1261984848948743,-0.0988112215140271,-1.021235319202235,-0.7118321296786988,-0.6117153564207592,-0.7454269889274376,1.8897783157493253,-0.7627056019654839,-0.6639845274436873,0.9185586535436918,-0.6755425661057116,-0.6755425661057116,1.004572696684758,-0.9670010110383505,1.508836645160298,-0.5897931943602804,-0.5955500003825581
-0.5671299771777515,1.57810080605983,-0.4700249318778647,-0.554265307725427,-0.0991709196122836,-0.1496864586785156,0.0,0.1582681154134929,-0.77547517014564,-0.658771085114771,-0.5867999335658683,-0.4700249318778647,-0.6192607961988401,-0.5941075418465225,-0.5396922524045066,-0.4894344182420462,-0.6689238160657678,-0.689118468963692,-0.5412113495787245,-0.5755204196854287,-0.7281893885849454,-0.7234393450603225,-0.4958783053332775,1.4299930679174424
1.8897783157493253,1.956076515870552,0.191279956552129,-0.6404727175870106,-0.7109832989419042,-0.8134345339834239,-0.7681395147863734,-0.7887405305929642,-1.0533421395424598,-0.8394784365806904,0.2444080274320279,0.1261984848948743,-0.0988112215140271,-0.0957408111752095,-0.7118321296786988,0.3738260511460197,0.11926831822839,0.0929399171679995,-0.7627056019654839,-0.6639845274436873,-0.9185586535436918,-0.6755425661057116,0.2149453619427264,-0.7091101388362998
1.1147879995266736,-0.5597579052294336,2.267568148690632,-0.4391755840308854,-0.5671299771777515,-0.5671299771777515,-0.4700249318778647,-0.554265307725427,-0.7382724015581106,-0.769816073203795,-0.7337993857053429,-0.6762364931303787,-0.1676703070585168,-0.658771085114771,-0.5867999335658683,-0.4700249318778647,-0.6192607961988401,-0.5941075418465225,-0.5396922524045066,-0.4894344182420462,-0.6689238160657678,-0.689118468963692,-0.5412113495787245,-0.5755204196854287
1.6649735972706423,1.491731815225736,0.9387145870344415,-0.7196710826689933,0.9913591164586624,-0.7887405305929642,-0.7332398334498282,-0.6404727175870106,-0.7109832989419042,-0.8134345339834239,1.256955569650429,1.041137500382713,0.6921962631279022,0.6359685125611293,-0.7681395147863734,1.041137500382713,0.8563639197882358,-0.0957408111752095,1.0832228060328026,-0.6117153564207592,-0.7454269889274376,-0.8054792821226632,0.0880044925344789,-0.6639845274436873
1.881759470902992,2.1727637956545367,2.084425001338954,-0.474714785861253,-0.4622291705354501,-0.5597579052294336,-0.59153951704973,-0.4391755840308854,-0.5671299771777515,-0.5671299771777515,-0.4700249318778647,0.2111486886573056,1.1790320442793705,-0.1496864586785156,-0.7337993857053429,0.1582681154134929,1.6557442822028527,0.1054033736183634,-0.5867999335658683,-0.4700249318778647,-0.6192607961988401,-0.5941075418465225,-0.5396922524045066,-0.4894344182420462
2.087412524921646,1.7166945010787051,0.0919261135322522,-0.5388516733415463,-0.7096608775251919,-0.6712793168515813,-0.7627056019654839,-0.7196710826689933,-0.8054792821226632,-0.7887405305929642,0.191279956552129,0.2439896066998137,0.501870563958991,0.1301495254373479,-0.7681395147863734,0.1261984848948743,-0.1805729382072788,-0.1017549620097805,0.2444080274320279,-0.7887405305929642,-1.0539863628162902,-1.021235319202235,-0.7118321296786988,-0.6117153564207592
1.7566201313073595,1.4666625041565973,2.077598623435299,-0.5692943249786308,-0.5617192450456693,-0.6591530616030618,-0.6948083337796511,-0.474714785861253,-0.4622291705354501,-0.5597579052294336,-0.59153951704973,-0.4391755840308854,1.57810080605983,-0.5671299771777515,-0.4700249318778647,0.2111486886573056,-0.7382724015581106,1.7107023848973226,-0.7337993857053429,-0.6762364931303787,-0.77547517014564,-0.658771085114771,-0.5867999335658683,-0.4700249318778647
2.5310875016258723,1.8337937647299536,0.1889822365046135,-0.5960395606792697,0.3162746249881283,-0.7274129241858919,-0.7660509461021018,-0.5388516733415463,-0.7096608775251919,-0.6712793168515813,0.0880044925344789,0.4397989949643849,0.0929399171679995,0.1261984848948743,-0.7332398334498282,0.2439896066998137,0.501870563958991,0.1301495254373479,0.2444080274320279,-0.7887405305929642,-1.0533421395424598,-0.8394784365806904,0.2444080274320279,-0.7887405305929642
2.1073582053520203,2.329521781937829,2.277216345829769,-0.4391550328268399,-0.5489437910335498,-0.6574693984150265,-0.7259079527665502,-0.5692943249786308,-0.5617192450456693,-0.6591530616030618,-0.6948083337796511,-0.474714785861253,2.6918051695887977,2.3261050728423123,-0.59153951704973,0.5405237957303205,2.2931777338056905,0.147946950568109,-0.4700249318778647,-0.554265307725427,-0.7382724015581106,-0.769816073203795,-0.7337993857053429,-0.6762364931303787
1.861414114445287,1.49445610796836,1.508836645160298,-0.5897931943602804,1.4888750009563954,-0.6914304358817858,-0.6929348671835833,-0.5960395606792697,-0.5692943249786308,-0.7274129241858919,0.0919261135322522,1.1375757548321537,0.8734287723386978,0.7707281045332969,-0.7627056019654839,0.4397989949643849,0.9913591164586624,0.1261984848948743,0.191279956552129,-0.6404727175870106,-0.7109832989419042,-0.8134345339834239,0.2444080274320279,-0.7887405305929642
1.9279934059461856,0.9280845148631656,0.0,-0.4958783053332775,-0.6021023443862914,-0.5064177786821367,-0.6210590034081188,-0.4391550328268399,-0.5489437910335498,-0.6574693984150265,-0.7259079527665502,-0.5692943249786308,0.2527736602705511,-0.6591530616030618,-0.6948083337796511,-0.474714785861253,-0.4622291705354501,-0.5597579052294336,-0.59153951704973,-0.4391755840308854,-0.5671299771777515,-0.5671299771777515,-0.4700249318778647,-0.554265307725427
0.2987930373496592,0.9185586535436918,0.2149453619427264,-0.6755425661057116,-0.7091101388362998,-0.1465153047027802,-0.8352488571423081,-0.5897931943602804,-0.5955500003825581,-0.6914304358817858,-0.6929348671835833,0.5960395606792697,-0.5692943249786308,-0.7274129241858919,-0.7660509461021018,-0.5388516733415463,-0.7096608775251919,-0.6712793168515813,-0.7627056019654839,0.4397989949643849,0.0929399171679995,-0.7887405305929642,-0.7332398334498282,0.2439896066998137
1.538222457332145,1.270955250524959,0.0246113738915604,-0.5412113495787245,-0.5755204196854287,-0.7281893885849454,-0.7234393450603225,2.118752759151277,-0.6021023443862914,-0.5064177786821367,-0.6210590034081188,-0.4391550328268399,-0.5489437910335498,-0.6574693984150265,-0.7259079527665502,0.3162746249881283,-0.5617192450456693,-0.6591530616030618,-0.6948083337796511,1.360849052802259,-0.4622291705354501,0.1617078392885029,-0.59153951704973,0.5405237957303205
2.3449088662795776,1.8486589325400455,-0.8054792821226632,-0.7627056019654839,-0.6639845274436873,0.0,-0.6755425661057116,-0.6755425661057116,-0.7091101388362998,-0.1465153047027802,-0.0538870230414393,0.310417470715937,0.4466625002869186,0.1503109643221273,0.1889822365046135,0.5960395606792697,-0.5692943249786308,0.087289550902307,0.0919261135322522,-0.5388516733415463,-0.7096608775251919,-0.6712793168515813,0.0880044925344789,-0.7196710826689933
1.801762238865148,1.4528810987742016,-0.5941075418465225,-0.5396922524045066,-0.4894344182420462,-0.6689238160657678,-0.689118468963692,-0.5412113495787245,-0.5755204196854287,0.09994756313911,1.446878690120645,-0.4958783053332775,0.0752627930482864,-0.5064177786821367,-0.6210590034081188,-0.4391550328268399,-0.5489437910335498,0.0505745691088481,2.077598623435299,-0.5692943249786308,-0.5617192450456693,-0.6591530616030618,0.0,-0.474714785861253
